HOUSEHOLD_ID,DRIVER_ID,POLICY_ID,CLAIM_ID,INCIDENT_CAUSE,DESCRIPTION,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,PRIMARY_DRIVER_ID,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,PLATE,COLOR,INITIAL_ODOMETER,LOW_MILEAGE_USE,FIRST_NAME,LAST_NAME,GENDER,BIRTHDATE,SSN,DRIVERS_LICENSE_ID,DRIVERS_LICENSE_EXPIRY,DRIVERS_LICENSE_STATE,DATE_AT_CURRENT_ADDRESS,CONTACT_NUMBER,EMAIL,COMMUTE_DISCOUNT
HC38268,URH4585,YW6536697,A-2017-AV454,1,,1,132434.9,9/1/17,9/10/17,1,1,41.87412181,-87.73512379,20458.5,1,URH4585,8/18/16,8/18/17,2010,Honda,CR-V,ITRC241,Silver,129108,0,Bradford,Todesco,M,2/3/51,385-65-7612,M573-7025-2691,5/4/18,IL,6/8/12,735-434-0784 ,btodesco@mooosend.com,0
FH76782,VLI2931,ZP9439751,A-2018-AZ355,3,,1,90952.2,3/13/18,3/14/18,1,1,41.79711892,-87.70380493,26130,1,VLI2931,1/22/17,1/22/18,2010,Dodge,Ram,OQAA287,White,82704,1,Celestine,Busard,F,4/30/48,120-05-5749,B475-9044-6871,9/13/21,IL,6/22/08,237-823-0507 ,cbusard@ggmail.com,0
MB92489,FRV3380,XT6851308,A-2018-HF192,2,,3,199698.4,2/18/18,2/26/18,1,4,41.72479898,-87.6629114,1679,0,FRV3380,6/20/17,6/20/18,2010,Ford,Explorer,WXAU149,Black,186432,0,Miriam,Dula,F,2/25/81,733-52-9953,C698-8861-8970,12/6/19,IL,3/17/06,723-715-0322 ,mdula@life.com,0
IC43235,DCC5293,VR3573175,A-2018-DR329,3,,3,92774.8,5/25/18,5/28/18,0,1,42.01089475,-87.66279999,1240,0,DCC5293,11/13/17,11/13/18,2014,Lexus,RX,IOIQ590,Med Red,89832,0,Jasper,Klebba,M,3/31/59,625-73-0647,O750-3406-9022,9/28/19,IL,2/4/01,261-867-0443 ,jklebba@life.com,1
GB93184,DZC9388,QU3821009,A-2018-EQ268,1,,1,164476.1,3/20/18,3/30/18,0,1,41.72731918,-87.66296806,16910,1,IQP2889,10/2/17,10/2/18,2009,Mazda,3,GAUM231,Med Red,163848,0,Everette,Pozzuoli,M,12/18/91,206-76-7143,Q891-4703-6823,2/22/21,IL,10/1/04,230-558-0654 ,epozzuoli@mailjeep.com,0
BF16045,LGT7557,XV8885404,A-2018-AL949,2,,3,326539.6,6/28/18,6/30/18,0,1,41.97538353,-87.75295892,1680,0,LGT7557,1/20/17,1/20/18,2003,Toyota,Tundra,XZQW687,Silver,323460,0,Theron,Cacka,M,4/17/99,417-94-8265,W258-7627-8919,11/6/20,IL,8/8/17,338-319-0600 ,tcacka@zohoo.com,0
HL00791,TRT5924,RR5887199,A-2018-CV526,3,,3,384513.2,5/29/18,5/29/18,0,4,41.7595636,-87.66356102,3059,0,TRT5924,5/11/17,5/11/18,2001,Ford,Edge,ZAUL951,Med. Dark Gray,374940,0,Claudine,Cessor,F,12/14/62,063-57-7109,U908-7395-3285,6/27/18,IL,4/8/06,729-950-0892 ,ccessor@husshmail.com,0
BD41683,CBM8833,TV7378319,A-2016-AM681,5,,1,102876,10/9/16,10/13/16,0,1,41.98520012,-87.6628714,20200,1,CBM8833,8/20/15,8/19/16,2011,Subaru,Forester,ZOQB140,Light Brown,92100,0,Earline,Mitrovich,F,4/1/72,658-44-7560,P766-9146-2587,4/20/21,IL,11/22/17,241-205-0527 ,emitrovich@mailjeep.com,0
AL87673,KDA8398,WS5238981,A-2018-GE656,4,,4,46386.7,11/28/18,12/2/18,1,1,41.90967816,-87.73376347,44838.5,1,KDA8398,6/23/17,6/23/18,2016,Dodge,Durango,SOKD732,Med Dk Blue,41892,0,Antionette,Settlemier,F,10/21/96,717-17-1427,Q225-1166-5955,9/29/21,IL,1/20/07,746-394-0033 ,asettlemier@fasstmail.com,0
KG60474,IUS4800,QT8477906,A-2017-AJ740,3,,3,112511.3,7/22/17,7/24/17,0,1,41.86737512,-87.62249323,1010,0,IUS4800,3/20/16,3/20/17,2012,Mazda,CX-5,VJEH933,Silver,105180,0,Hubert,Lapoint,M,1/19/58,493-16-8509,K294-2143-8182,4/20/18,IL,4/18/10,243-914-0103 ,hlapoint@zohoo.com,0
LM84524,WIN3275,TV5924089,A-2017-SO133,1,,3,170319.1,3/28/17,3/31/17,0,1,41.89184174,-87.62038181,2130,0,WIN3275,7/20/16,7/20/17,2009,Chevrolet,Express,ZYKS369,Med. Dark Gray,159204,0,Freddie,Capelli,F,10/23/54,566-07-1687,I105-5584-6355,3/17/19,IL,10/8/00,328-681-0683 ,fcapelli@gmxx.com,0
GJ44094,EFD6382,QQ2054181,A-2016-TQ539,5,,1,21015.8,9/1/16,9/5/16,1,1,41.92549933,-87.69391755,25120,1,UMR8717,7/12/15,7/11/16,2015,Lexus,NX,GYCN881,Silver,18864,0,Jimmie,Canine,F,3/29/59,197-97-0304,M947-1331-5392,5/14/19,IL,8/2/00,735-468-0595 ,jcanine@life.com,0
JE53487,BHR9916,NQ3776091,A-2017-PC617,5,,3,217004,4/18/17,5/2/17,0,1,41.80062712,-87.72588868,1920.5,0,BHR9916,8/1/16,8/1/17,2007,Lexus,ES,XXPG618,Light Brown,214200,0,Tessie,Gonterman,F,7/18/77,717-18-3003,H936-4603-9720,4/25/21,IL,9/15/01,824-471-0302 ,tgonterman@yahoot.com,1
JL22665,ZIS5973,ZY2477277,A-2018-SW765,5,,1,229084.9,2/17/18,2/23/18,1,1,41.89566081,-87.70680242,32680,1,ZIS5973,5/19/17,5/19/18,2007,Toyota,Tundra,PGXL243,Silver,226776,0,Marcellus,Helguera,M,3/28/71,073-99-8035,X593-4074-5304,12/22/18,IL,9/15/02,745-455-0123 ,mhelguera@lightemail.com,0
BI00940,XRJ1773,PZ5909614,A-2016-FR314,1,,3,243294,5/8/16,5/14/16,0,2,41.78059864,-87.59919787,2415,0,QQT9860,2/14/15,2/14/16,2003,Jeep,Wrangler,CVZL325,Silver,234936,0,Mauricio,Mccollom,M,5/7/66,742-41-7420,R325-3703-5783,11/25/19,IL,5/26/17,221-905-0714 ,mmccollom@fasstmail.com,0
AH92959,NFD1636,YO3723732,A-2016-RS180,1,,1,232866.4,3/9/16,3/21/16,1,5,41.94677411,-87.67345655,19750,1,NFD1636,9/6/15,9/5/16,2005,Toyota,Camry,DNDE160,Med Dark Green,225456,0,Jacques,Linko,M,3/9/82,125-35-3512,W609-9064-7843,3/30/20,IL,4/9/14,237-876-0736 ,jlinko@outloop.com,0
CL44699,PJJ8906,VY1402454,A-2017-RU111,5,,1,43518.5,1/6/17,1/10/17,1,1,41.88248581,-87.6648355,18400,1,PJJ8906,11/24/16,11/24/17,2015,Mercedes,E class,BJJT344,Med Dark Green,41232,0,Olivia,Hutzelman,F,3/19/45,729-34-4587,Y805-7184-6179,7/7/18,IL,9/24/09,237-737-0174 ,ohutzelman@fasstmail.com,0
HH88843,HVL8059,NO3821083,A-2018-RO202,4,,1,205253.9,8/16/18,8/25/18,1,1,41.80907372,-87.62997639,2370,1,HVL8059,11/24/17,11/24/18,2009,Hyundai,Santa Fe,DFOP106,Silver,200052,0,Don,Bowhay,M,12/11/86,739-03-7608,Y995-6579-9623,4/17/21,IL,9/4/17,723-984-0953 ,dbowhay@fasstmail.com,0
IF03329,XEJ7375,ZV2017537,A-2016-WS416,1,,1,74949.5,8/26/16,8/31/16,0,1,41.92345973,-87.79884308,45287,1,LXR4057,7/12/15,7/11/16,2013,Chevrolet,Equinox,XTLT721,Silver,61848,0,Herb,Mazaika,M,7/17/58,413-55-5988,O333-4913-5267,7/21/21,IL,9/22/06,728-298-0955 ,hmazaika@inboux.com,0
JE92775,WAL2547,QX4129330,A-2018-ON525,1,,1,215047.2,9/5/18,9/15/18,0,1,41.93317711,-87.68807236,16380,1,WAL2547,11/23/17,11/23/18,2009,Chrysler,Pacifica,DYUG911,Med Red,205116,0,Reuben,Zeto,M,12/2/75,092-73-5714,N355-1871-1821,5/8/18,IL,1/26/04,243-664-0518 ,rzeto@ggmail.com,0
CF18976,VUS9325,SZ8136657,A-2018-TM386,3,,1,173661.3,11/9/18,11/10/18,1,1,41.89751455,-87.68703398,37520,1,VUS9325,7/5/17,7/5/18,2010,Chevrolet,Colorado,CZXA781,Black,161964,0,Luann,Arntzen,F,8/24/43,255-55-5961,T546-9729-8494,1/20/20,IL,7/23/09,729-432-0700 ,larntzen@yahoot.com,0
IA25135,YFE2476,TW6262494,A-2017-FM621,3,,1,124421.8,9/14/17,9/14/17,1,1,41.99000888,-87.74826667,29530,1,YFE2476,6/12/16,6/12/17,2012,Dodge,Ram,OMIA097,Med. Dark Gray,110736,0,Rich,Asgari,M,2/11/50,548-45-4175,Y597-9664-4058,12/18/20,IL,11/14/13,748-361-0212 ,rasgari@husshmail.com,0
CI93316,AJO7462,SX4458566,A-2017-CC868,1,,1,241467.2,12/26/17,1/5/18,1,1,41.91050252,-87.68240976,22570,1,AJO7462,11/9/16,11/9/17,2006,GMC,Acadia,BAYV762,Black,236412,0,Porter,Downard,M,3/14/01,613-96-5508,V575-7940-6485,5/6/20,IL,2/3/09,839-967-0857 ,pdownard@lightemail.com,0
FH99015,LVG4642,WP8399488,A-2018-UM797,3,,1,174768.1,7/18/18,7/19/18,1,1,41.79337895,-87.58405382,17290,1,LVG4642,3/6/17,3/6/18,2010,Chevrolet,Equinox,TILP640,Light Brown,170664,0,Lorri,Cushing,F,12/1/98,015-61-7496,E324-9166-5472,1/12/19,IL,11/26/04,235-949-0386 ,lcushing@mailjeep.com,0
CC87073,LFO4110,RN4226071,A-2016-GP511,5,,1,91249.5,8/2/16,8/10/16,0,1,41.99738068,-87.80896764,40660,1,LFO4110,7/12/15,7/11/16,2008,Lexus,ES,JJCF711,Silver,79824,1,Debbie,Suden,F,2/4/40,384-70-7084,T596-1795-3018,11/1/18,IL,1/26/07,738-292-0080 ,dsuden@yahoot.com,0
GC75008,OZW4212,UW9336637,A-2018-NL294,2,,3,276655.3,1/25/18,2/5/18,0,1,41.67710445,-87.64173829,2220,0,OZW4212,9/23/17,9/23/18,2006,Dodge,Charger,DIEI414,White,275460,0,Colleen,Thulin,F,8/19/72,890-46-5163,J525-8297-8442,4/29/18,IL,3/19/10,824-266-0836 ,cthulin@zohoo.com,0
CB56467,PAD2535,OW9518897,A-2016-JL142,5,,1,54281.9,5/3/16,5/6/16,0,1,41.96969326,-87.68879319,42872,1,PAD2535,9/3/15,9/2/16,2014,Chevrolet,Silverado,IUWI844,White,46824,0,Tobias,Salani,M,1/24/86,877-38-5353,H197-4528-2592,12/1/21,IL,5/21/05,259-986-0034 ,tsalani@mailjeep.com,0
EM26816,QYN9334,NP2176831,A-2018-BP407,1,,1,67844.6,2/17/18,2/23/18,0,1,41.87181419,-87.74478367,22130,1,QYN9334,8/18/17,8/18/18,2015,Toyota,Corolla,QKMR785,Silver,65112,0,Forest,Perkins,M,6/19/61,082-38-7092,G729-1854-3742,11/29/19,IL,6/2/08,258-361-0709 ,fperkins@freshmaail.com,1
MK30457,FSK8907,UO2391104,A-2018-KW936,5,,3,91656.8,6/6/18,6/11/18,0,3,41.75890306,-87.58342653,1610,0,FSK8907,5/26/17,5/26/18,2014,Nissan,Maxima,NITF672,Med. Dark Gray,81696,0,Steven,Jurik,M,4/5/43,308-32-3833,I818-4109-8491,3/6/18,IL,5/17/01,245-399-0212 ,sjurik@fasstmail.com,0
AB78331,WVI6294,OV8096567,A-2017-VB298,1,,1,68313.3,4/27/17,5/7/17,0,3,41.86964303,-87.64552029,47748,1,WVI6294,6/17/16,6/17/17,2011,Chevrolet,Malibu,ZQYJ305,Silver,59832,1,Tracey,Esposito,M,4/9/79,537-88-0365,Q269-9055-1759,2/5/21,IL,10/3/14,821-232-0088 ,tesposito@gmxx.com,0
FK93725,MYO3843,NZ2140761,A-2018-RM315,1,,1,202436.1,5/24/18,6/6/18,1,1,41.89997167,-87.62401194,33200,1,DRS9126,5/16/17,5/16/18,2009,Buick,Enclave,HXBA261,Silver,197748,0,Donny,Lanzel,M,11/10/42,691-20-3305,R531-6235-7866,7/28/21,IL,11/26/01,221-547-0245 ,dlanzel@outloop.com,0
CA15768,GYV4467,VT4410439,A-2018-CK569,1,,1,285816.8,11/8/18,11/21/18,0,1,41.82823724,-87.70198748,29070,1,QJG2225,6/22/17,6/22/18,2005,Dodge,Ram,PSXO458,Gold,280032,0,Edgar,Senecal,M,3/21/00,011-12-9991,U411-2585-8677,7/15/20,IL,11/10/07,235-885-0835 ,esenecal@husshmail.com,0
CH26680,BAW5047,OT5241796,A-2018-RU602,2,,1,42563.8,5/20/18,6/3/18,1,1,41.99758039,-87.69225776,19900,1,XTG6639,3/14/17,3/14/18,2016,Chevrolet,Silverado,AGXX722,White,37488,0,Debra,Casalegno,F,10/10/38,602-37-7868,U948-5601-7563,6/10/21,IL,11/17/11,750-722-0586 ,dcasalegno@zohoo.com,0
CE29138,PSF2651,VQ1102124,A-2018-LH656,3,,2,68487,12/13/18,12/13/18,0,1,41.89640443,-87.63996177,2130,0,PSF2651,3/16/17,3/16/18,2015,Chevrolet,Tahoe,YTNB318,Med. Dark Gray,58680,0,Marlene,Cline,F,5/26/80,418-84-4979,P162-7666-3688,7/9/19,IL,8/6/08,241-737-0508 ,mcline@lightemail.com,0
JH72873,QFC1969,WS2845258,A-2016-DV998,4,,3,43052.9,8/5/16,8/7/16,1,2,41.85290378,-87.63500468,1040,0,QFC1969,6/22/15,6/21/16,2014,Kia,Sportage,GLKD659,Silver,41952,0,Rosita,Michalsky,F,5/3/83,370-98-1384,X697-6330-1153,12/22/21,IL,2/9/00,723-929-0959 ,rmichalsky@inboux.com,0
LE30855,MYN7190,SW3738500,A-2018-EB281,2,,3,169300.8,10/18/18,10/24/18,0,1,41.95259946,-87.65434119,14220,0,MYN7190,4/19/17,4/19/18,2011,Hyundai,Sonata,LZHZ403,Black,160176,0,Cassandra,Cedre,F,5/7/57,237-85-8053,S914-7831-8601,1/10/21,IL,3/2/01,238-741-0147 ,ccedre@husshmail.com,0
JC56700,SCN4900,VP8823525,A-2016-QI630,4,,1,287840.5,11/1/16,11/6/16,0,1,41.74872543,-87.64413194,14250,1,BAW8640,11/20/15,11/19/16,2003,Ford,Edge,XZOL707,Black,283608,0,Rupert,Pressley,M,12/19/87,446-87-0964,U622-1348-9083,3/28/20,IL,8/9/03,745-313-0407 ,rpressley@inboux.com,0
AD53565,GZJ3059,XP5153025,A-2017-QO216,1,,3,290573.7,6/16/17,6/17/17,0,2,41.99033475,-87.69908651,1610,0,GZJ3059,3/23/16,3/23/17,2004,Lexus,NX,FTFE356,Silver,276120,0,Beverley,Woolcock,F,6/14/36,852-53-3299,N489-8967-1848,1/20/19,IL,3/19/00,349-995-0713 ,bwoolcock@gmxx.com,0
DG11881,YAI3122,UN9888615,A-2017-XL267,3,,3,273140.2,11/5/17,11/8/17,0,3,41.74872543,-87.64413194,2530,0,YAI3122,2/11/16,2/10/17,2005,Nissan,Rogue,EKNB586,Silver,261588,0,Tanya,Dianda,F,5/25/39,263-22-2052,J441-6474-9609,1/11/20,IL,4/11/07,230-480-0594 ,tdianda@beemail.com,0
JB93186,BRO9301,OR2756666,A-2018-FF640,3,,1,318364.7,10/12/18,10/13/18,0,2,41.95587913,-87.67838601,23575,1,BRO9301,2/14/17,2/14/18,2003,Chevrolet,Traverse,LTKE857,Dark Red,311580,0,Harlan,Shaum,M,6/7/55,500-46-1567,X351-5972-8556,11/13/18,IL,8/26/12,237-216-0569 ,hshaum@fasstmail.com,0
GA06376,HDF2975,UT6723898,A-2017-FQ760,4,,3,370275.1,9/17/17,9/22/17,0,1,41.75479737,-87.60789532,1260,0,AKV6418,6/7/16,6/7/17,1999,Honda,Pilot,GBBZ181,Black,369564,0,Zachery,Jayme,M,8/3/83,161-81-4846,C283-7942-1672,12/10/18,IL,4/16/12,621-735-0784 ,zjayme@inboux.com,0
DA79188,WAG3647,XZ7924141,A-2018-TD680,5,,1,229262.8,2/23/18,3/8/18,0,1,41.89218892,-87.68444024,3013,1,WAG3647,6/11/17,6/11/18,2008,Ford,Explorer,GBBX739,Silver,220800,0,Arden,Conoly,M,5/10/75,825-40-8003,P447-7942-8087,1/23/20,IL,1/2/14,261-401-0195 ,aconoly@zohoo.com,0
LK30681,JYI3545,VY6940502,A-2016-YE111,3,,1,34201.3,11/3/16,11/3/16,1,2,41.81575149,-87.68392697,28040,1,JYI3545,5/9/15,5/8/16,2013,Jeep,Cherokee,AKYA869,White,28800,1,Corrine,Nocero,F,3/12/38,737-07-5457,H103-8314-8671,8/9/18,IL,4/4/00,841-998-0400 ,cnocero@life.com,0
HD52784,WBE5419,VS5223796,A-2017-UW398,1,,1,192322.9,3/28/17,4/1/17,0,5,41.78588849,-87.72310659,2196.5,1,WBE5419,4/17/16,4/17/17,2008,Nissan,Sentra,MXJL745,Silver,179568,0,Ivan,Stiegelmeyer,M,4/2/45,160-76-0346,Y463-4874-8257,5/5/18,IL,6/17/03,738-534-0226 ,istiegelmeyer@gmxx.com,0
DI66590,WWB3997,OY5143141,A-2018-NS395,4,,3,200517.7,11/21/18,11/29/18,1,1,41.89570453,-87.70221852,2020,0,WWB3997,8/16/17,8/16/18,2008,Subaru,Impreza,TRAG903,White,197244,0,Winston,Trentacoste,M,4/29/35,105-32-2069,O677-7250-3877,7/6/20,IL,8/24/16,741-345-0514 ,wtrentacoste@ggmail.com,0
EK13307,DJE1178,TW0205056,A-2018-LL606,3,,1,240783.3,5/30/18,6/3/18,1,1,41.69093147,-87.66242463,28740,1,DJE1178,7/21/17,7/21/18,2008,Toyota,Corolla,CDRE671,White,226092,0,Laverne,Langenbach,F,2/7/69,691-70-0711,K361-7137-9222,3/14/18,IL,6/5/16,738-937-0806 ,llangenbach@mooosend.com,0
LF92525,FSV8061,ZX4651616,A-2018-QG206,2,,3,164124.4,3/21/18,3/21/18,1,1,41.89673792,-87.62022135,1860,0,FSV8061,6/3/17,6/3/18,2011,GMC,Sierra,UOED622,Silver,159264,0,Lucius,Plisko,M,4/12/47,872-47-1883,C740-2954-1788,2/21/19,IL,1/4/06,723-326-0419 ,lplisko@yahoot.com,0
GG83108,SCG7321,VV2881252,A-2017-KL196,5,,3,175619.4,6/14/17,6/20/17,0,1,41.75416613,-87.58624573,1200,0,SCG7321,4/16/16,4/16/17,2001,GMC,Yukon,EWPW970,Silver,162258,1,Theodora,Medcalf,F,11/13/63,088-50-1112,C841-9029-7511,4/12/19,IL,6/23/05,745-901-0777 ,tmedcalf@gmxx.com,0
JM17168,EVO4040,NY6656317,A-2016-YN454,2,,1,114242.3,9/10/16,9/19/16,1,4,41.88117859,-87.62448807,19960,1,EVO4040,8/15/15,8/14/16,2004,Volkswagen,Tiguan,VMZC568,Silver,110016,1,Robert,Denkins,M,6/6/46,564-93-8012,T766-5971-2427,5/30/20,IL,2/14/17,643-303-0926 ,rdenkins@lightemail.com,0
KB66486,DEU4341,ZN0464148,A-2018-PQ371,2,,3,114097.7,4/14/18,4/27/18,1,1,41.73599814,-87.72162026,2580,0,DEU4341,1/27/17,1/27/18,2009,Dodge,Challenger,VQYB810,Med Dk Blue,99936,1,Elias,Hariston,M,7/4/94,064-68-6855,F676-3183-2143,2/14/19,IL,6/5/07,826-352-0701 ,ehariston@mailjeep.com,0
MI82351,QEM7213,NN4080926,A-2018-SU104,5,,3,49994.7,7/12/18,7/21/18,0,1,41.78318944,-87.66651674,1910,0,QEM7213,9/12/17,9/12/18,2016,Toyota,Corolla,RHDL603,Med Dk Blue,39864,0,Neil,Plesz,M,4/29/51,703-15-1007,S291-3611-6286,2/23/18,IL,11/7/01,245-997-0222 ,nplesz@husshmail.com,0
DB07596,PYL5449,PT6949793,A-2018-CP816,3,,3,265605.5,2/21/18,2/22/18,0,1,41.77909217,-87.68191355,2700,0,XCF5637,10/12/17,10/12/18,2007,Buick,Encore,JZSU225,Black,250668,0,Francis,Mckeith,F,7/2/78,866-75-8589,F357-7300-7970,12/8/18,IL,5/2/13,258-645-0699 ,fmckeith@zohoo.com,0
AF31582,LYX9130,ZV3478993,A-2016-LG319,5,,1,50292.6,4/18/16,4/24/16,0,4,41.90156514,-87.6672981,34390,1,LYX9130,8/3/15,8/2/16,2012,Dodge,Challenger,LBEH528,Med. Dark Gray,37656,1,Ben,Feierabend,M,8/14/81,476-30-0534,X743-6017-3593,8/25/19,IL,10/25/11,350-816-0497 ,bfeierabend@yahoot.com,0
JD81772,IYJ5989,XT7680352,A-2017-UH694,2,,3,65265.5,3/22/17,4/4/17,0,1,41.93102101,-87.67686402,16870,0,IYJ5989,2/19/16,2/18/17,2014,Mercedes,C Class,KDLD248,Silver,59700,0,Daron,Lartz,M,9/4/66,421-32-9791,V654-3654-5471,1/23/21,IL,2/24/03,750-475-0333 ,dlartz@gmxx.com,0
JJ68191,EZL5621,UN9743604,A-2018-BW878,3,,4,102623.9,12/29/18,1/7/19,1,1,41.84521878,-87.64659399,24380,1,EZL5621,9/6/17,9/6/18,2013,Volkswagen,Jetta,BCTA340,Med. Dark Gray,97620,0,Griselda,Nicora,F,4/18/78,851-18-5648,F663-5902-8393,4/14/21,IL,8/26/09,729-294-0073 ,gnicora@fasstmail.com,0
BE83816,VZD5442,ZY0696494,A-2017-MK806,5,,3,67999.3,6/23/17,7/6/17,0,1,41.8820229,-87.63708141,1050,0,XUE3457,3/25/16,3/25/17,2014,Ford,Focus,USKR195,Black,57132,0,Shelby,Surla,M,6/4/80,886-97-2168,P812-1737-3449,11/14/20,IL,6/12/17,821-584-0252 ,ssurla@life.com,0
DK29831,JLE3816,NO8377560,A-2018-FQ908,5,,3,114823.5,4/24/18,5/8/18,0,3,41.9686275,-87.77946917,1978,0,JLE3816,3/6/17,3/6/18,2013,Ford,Explorer,KDNZ081,Med. Dark Gray,103068,0,Katrina,Glomb,F,3/12/48,833-23-6307,P560-5427-1717,2/18/21,IL,5/19/12,237-369-0865 ,kglomb@freshmaail.com,0
KB13759,RDF5532,RU4143795,A-2016-UJ516,5,,3,187053.8,6/19/16,6/23/16,0,3,41.92128809,-87.6548357,2150,0,RDF5532,1/23/15,1/23/16,2007,Chevrolet,Cruze,KJGK219,Dark Red,181332,0,Katheryn,Geld,F,2/25/69,149-86-7192,S667-2232-9695,2/16/21,IL,3/17/99,245-921-0565 ,kgeld@freshmaail.com,0
IA99118,CEO4170,PS9777007,A-2018-ZA707,5,,1,362191.6,4/1/18,4/10/18,1,1,41.99750814,-87.70879746,41779.5,1,CEO4170,2/8/17,2/8/18,2002,Jeep,Compass,UDTT958,Med Dk Blue,356376,0,Bo,Rheuark,M,1/8/36,044-96-1623,S753-2814-2831,11/24/21,IL,3/4/02,735-985-0685 ,brheuark@outloop.com,0
AK31451,XHP1162,UU6872926,A-2016-GZ519,5,,1,259567,1/8/16,1/11/16,1,1,41.98978644,-87.74869423,20769,1,XHP1162,2/1/15,2/1/16,2003,Toyota,Tundra,VGAU671,Silver,255528,0,Jame,Irven,M,1/30/39,038-89-0803,R566-7741-8181,10/14/21,IL,5/26/06,259-347-0969 ,jirven@inboux.com,0
LE11388,SMO5933,QP6888655,A-2016-VC209,3,,1,211068.3,6/25/16,7/3/16,1,2,41.78656968,-87.60590062,33000,1,YZG1660,9/9/15,9/8/16,2006,Nissan,Rogue,DJTF086,Med Dark Green,201960,0,Olga,Persaud,F,10/2/86,304-71-8790,N785-4630-3771,7/29/18,IL,11/1/09,735-227-0693 ,opersaud@mmail.com,0
IG58533,CKM9063,TP7659286,A-2018-QG425,5,,3,88937.7,9/28/18,10/6/18,0,1,41.77139325,-87.65443268,2160,0,CKM9063,9/4/17,9/4/18,2014,Mazda,CX-5,GRJF415,White,84840,0,Eddie,Samm,F,5/8/74,634-42-4090,C543-2764-9036,1/29/21,IL,3/7/04,241-509-0465 ,esamm@husshmail.com,0
LF35202,FTE9359,SY2891953,A-2016-DI581,1,,3,91330.9,6/9/16,6/9/16,1,1,41.94579927,-87.76423351,1460,0,FTE9359,10/13/15,10/12/16,2012,Ford,F-150,HFEB775,White,82032,0,Stefan,Purcel,M,10/8/68,215-92-0509,J451-8942-1842,7/24/18,IL,10/6/06,836-932-0542 ,spurcel@fasstmail.com,0
LK41983,YMS5429,RN2192107,A-2016-FX902,3,,1,374189.9,5/7/16,5/15/16,1,1,41.76139481,-87.64931423,36440,1,YMS5429,2/2/15,2/2/16,2000,Chevrolet,Traverse,KDCF704,Light Brown,362304,0,Charla,Fjeldsted,F,11/27/52,755-02-6059,M377-8526-2004,8/20/20,IL,9/22/04,741-301-0088 ,cfjeldsted@freshmaail.com,0
FK18564,GDD9417,WW5341987,A-2017-DZ468,1,,1,339378.3,8/9/17,8/17/17,0,1,41.87432781,-87.64256918,48035.5,1,XGI2318,5/18/16,5/18/17,1999,Kia,Sorento,DLQJ629,Light Brown,328464,0,Kathleen,Berthold,F,2/9/64,653-40-7587,Y525-7708-7202,1/18/20,IL,11/23/06,625-929-0134 ,kberthold@ggmail.com,1
JH92659,ZEC4725,QP4887345,A-2018-CU329,5,,3,245177.8,3/18/18,3/31/18,1,1,41.91087554,-87.65827824,1200,0,ZEC4725,7/20/17,7/20/18,2007,Chevrolet,Silverado,GZRU525,Silver,240252,0,Ines,Littrell,F,3/7/71,027-31-6155,M720-5515-6732,6/6/20,IL,1/23/03,621-594-0798 ,ilittrell@gmxx.com,0
MD02905,SWS9887,QV3913754,A-2016-NQ521,1,,3,70986.7,9/10/16,9/17/16,0,1,41.87907527,-87.7715013,2270,0,SWS9887,5/11/15,5/10/16,2013,Ford,F-150,NTNY318,Med Dk Blue,58320,0,Brett,Mahin,M,3/9/59,876-27-9651,Z972-1632-8361,2/5/18,IL,9/19/05,232-573-0687 ,bmahin@beemail.com,0
HL58475,BNY1823,OO6164625,A-2017-OV829,5,,1,235196.5,4/2/17,4/9/17,0,1,41.84925702,-87.68570568,19390,1,BNY1823,3/18/16,3/18/17,2007,Toyota,Rav-4,TLHV111,Med Red,230124,0,Marilynn,Prive,F,2/12/95,223-96-4336,G156-6566-9703,5/26/18,IL,1/23/09,736-560-0307 ,mprive@inboux.com,0
BD15196,XHE2505,WW3699493,A-2017-ND745,3,,3,120715.4,8/8/17,8/15/17,0,4,41.85539582,-87.63030525,1630,0,XHE2505,7/5/16,7/5/17,2011,Ford,F-150,FCEJ584,Light Brown,118800,0,Bennie,Binnicker,F,5/12/78,776-54-3088,U953-6544-9887,2/20/21,IL,1/7/99,827-328-0893 ,bbinnicker@beemail.com,1
DF40388,KYH8623,WQ7858928,A-2017-WJ288,1,,3,228822.2,10/22/17,10/26/17,0,2,41.74124549,-87.64007166,2490,0,KYH8623,11/26/16,11/26/17,2006,Nissan,Rogue,AWUK291,Silver,224916,0,Rafael,Urtel,M,4/15/84,734-43-8599,W201-9242-9433,11/9/19,IL,2/22/03,837-570-0859 ,rurtel@zohoo.com,0
DM68013,FBF7180,ON3750064,A-2017-LN609,4,,3,310443.5,9/3/17,9/11/17,0,1,41.98997392,-87.74847302,1310,0,FBF7180,6/19/16,6/19/17,2002,Dodge,Charger,CYXG653,Light Brown,302220,0,Guadalupe,Stagno,M,8/14/72,140-51-0746,O532-7271-9129,7/24/18,IL,8/19/11,746-441-0871 ,gstagno@beemail.com,0
